"commune","time","nationality","age","value"
"Vienna 22nd district, Donaustadt <922> ",2015,"Austria.","17.years.old.","1,722"
"Vienna 23rd district, Liesing <923> ",1971,"Austria.","17.years.old.","519"
"Vienna 23rd district, Liesing <923> ",1981,"Austria.","17.years.old.","1,088"
"Vienna 23rd district, Liesing <923> ",1991,"Austria.","17.years.old.","835"
"Vienna 23rd district, Liesing <923> ",2001,"Austria.","17.years.old.","799"
"Vienna 23rd district, Liesing <923> ",2002,"Austria.","17.years.old.","804"
"Vienna 23rd district, Liesing <923> ",2003,"Austria.","17.years.old.","846"
"Vienna 23rd district, Liesing <923> ",2004,"Austria.","17.years.old.","871"
"Vienna 23rd district, Liesing <923> ",2005,"Austria.","17.years.old.","930"
"Vienna 23rd district, Liesing <923> ",2006,"Austria.","17.years.old.","965"
"Vienna 23rd district, Liesing <923> ",2007,"Austria.","17.years.old.","937"
"Vienna 23rd district, Liesing <923> ",2008,"Austria.","17.years.old.","993"
"Vienna 23rd district, Liesing <923> ",2009,"Austria.","17.years.old.","942"
"Vienna 23rd district, Liesing <923> ",2010,"Austria.","17.years.old.","876"
"Vienna 23rd district, Liesing <923> ",2011,"Austria.","17.years.old.","932"
"Vienna 23rd district, Liesing <923> ",2012,"Austria.","17.years.old.","801"
"Vienna 23rd district, Liesing <923> ",2013,"Austria.","17.years.old.","907"
"Vienna 23rd district, Liesing <923> ",2014,"Austria.","17.years.old.","873"
"Vienna 23rd district, Liesing <923> ",2015,"Austria.","17.years.old.","856"
"Vienna <AT13> ",1971,"Austria.","18.years.old.","12,459"
"Vienna <AT13> ",1981,"Austria.","18.years.old.","19,128"
"Vienna <AT13> ",1991,"Austria.","18.years.old.","13,470"
"Vienna <AT13> ",2001,"Austria.","18.years.old.","12,579"
"Vienna <AT13> ",2002,"Austria.","18.years.old.","12,767"
"Vienna <AT13> ",2003,"Austria.","18.years.old.","13,014"
"Vienna <AT13> ",2004,"Austria.","18.years.old.","13,182"
"Vienna <AT13> ",2005,"Austria.","18.years.old.","13,621"
"Vienna <AT13> ",2006,"Austria.","18.years.old.","14,082"
"Vienna <AT13> ",2007,"Austria.","18.years.old.","14,370"
"Vienna <AT13> ",2008,"Austria.","18.years.old.","14,530"
"Vienna <AT13> ",2009,"Austria.","18.years.old.","14,540"
"Vienna <AT13> ",2010,"Austria.","18.years.old.","14,626"
"Vienna <AT13> ",2011,"Austria.","18.years.old.","14,398"
"Vienna <AT13> ",2012,"Austria.","18.years.old.","14,298"
"Vienna <AT13> ",2013,"Austria.","18.years.old.","14,244"
"Vienna <AT13> ",2014,"Austria.","18.years.old.","13,582"
"Vienna <AT13> ",2015,"Austria.","18.years.old.","13,649"
"Vienna 1st district, City <901> ",1971,"Austria.","18.years.old.","216"
"Vienna 1st district, City <901> ",1981,"Austria.","18.years.old.","162"
"Vienna 1st district, City <901> ",1991,"Austria.","18.years.old.","140"
"Vienna 1st district, City <901> ",2001,"Austria.","18.years.old.","125"
"Vienna 1st district, City <901> ",2002,"Austria.","18.years.old.","131"
"Vienna 1st district, City <901> ",2003,"Austria.","18.years.old.","129"
"Vienna 1st district, City <901> ",2004,"Austria.","18.years.old.","110"
"Vienna 1st district, City <901> ",2005,"Austria.","18.years.old.","127"
"Vienna 1st district, City <901> ",2006,"Austria.","18.years.old.","118"
"Vienna 1st district, City <901> ",2007,"Austria.","18.years.old.","122"
"Vienna 1st district, City <901> ",2008,"Austria.","18.years.old.","99"
"Vienna 1st district, City <901> ",2009,"Austria.","18.years.old.","106"
"Vienna 1st district, City <901> ",2010,"Austria.","18.years.old.","103"
"Vienna 1st district, City <901> ",2011,"Austria.","18.years.old.","96"
"Vienna 1st district, City <901> ",2012,"Austria.","18.years.old.","114"
"Vienna 1st district, City <901> ",2013,"Austria.","18.years.old.","98"
"Vienna 1st district, City <901> ",2014,"Austria.","18.years.old.","76"
"Vienna 1st district, City <901> ",2015,"Austria.","18.years.old.","101"
"Vienna 2nd district, Leopoldstadt <902> ",1971,"Austria.","18.years.old.","831"
"Vienna 2nd district, Leopoldstadt <902> ",1981,"Austria.","18.years.old.","1,202"
"Vienna 2nd district, Leopoldstadt <902> ",1991,"Austria.","18.years.old.","724"
"Vienna 2nd district, Leopoldstadt <902> ",2001,"Austria.","18.years.old.","667"
"Vienna 2nd district, Leopoldstadt <902> ",2002,"Austria.","18.years.old.","665"
"Vienna 2nd district, Leopoldstadt <902> ",2003,"Austria.","18.years.old.","666"
"Vienna 2nd district, Leopoldstadt <902> ",2004,"Austria.","18.years.old.","685"
"Vienna 2nd district, Leopoldstadt <902> ",2005,"Austria.","18.years.old.","676"
"Vienna 2nd district, Leopoldstadt <902> ",2006,"Austria.","18.years.old.","714"
"Vienna 2nd district, Leopoldstadt <902> ",2007,"Austria.","18.years.old.","717"
"Vienna 2nd district, Leopoldstadt <902> ",2008,"Austria.","18.years.old.","735"
"Vienna 2nd district, Leopoldstadt <902> ",2009,"Austria.","18.years.old.","708"
"Vienna 2nd district, Leopoldstadt <902> ",2010,"Austria.","18.years.old.","693"
"Vienna 2nd district, Leopoldstadt <902> ",2011,"Austria.","18.years.old.","716"
"Vienna 2nd district, Leopoldstadt <902> ",2012,"Austria.","18.years.old.","658"
"Vienna 2nd district, Leopoldstadt <902> ",2013,"Austria.","18.years.old.","708"
"Vienna 2nd district, Leopoldstadt <902> ",2014,"Austria.","18.years.old.","647"
"Vienna 2nd district, Leopoldstadt <902> ",2015,"Austria.","18.years.old.","682"
"Vienna 3rd district, Landstraße <903> ",1971,"Austria.","18.years.old.","837"
"Vienna 3rd district, Landstraße <903> ",1981,"Austria.","18.years.old.","944"
"Vienna 3rd district, Landstraße <903> ",1991,"Austria.","18.years.old.","709"
"Vienna 3rd district, Landstraße <903> ",2001,"Austria.","18.years.old.","628"
"Vienna 3rd district, Landstraße <903> ",2002,"Austria.","18.years.old.","622"
"Vienna 3rd district, Landstraße <903> ",2003,"Austria.","18.years.old.","637"
"Vienna 3rd district, Landstraße <903> ",2004,"Austria.","18.years.old.","649"
"Vienna 3rd district, Landstraße <903> ",2005,"Austria.","18.years.old.","635"
"Vienna 3rd district, Landstraße <903> ",2006,"Austria.","18.years.old.","609"
"Vienna 3rd district, Landstraße <903> ",2007,"Austria.","18.years.old.","670"
"Vienna 3rd district, Landstraße <903> ",2008,"Austria.","18.years.old.","647"
"Vienna 3rd district, Landstraße <903> ",2009,"Austria.","18.years.old.","674"
"Vienna 3rd district, Landstraße <903> ",2010,"Austria.","18.years.old.","587"
"Vienna 3rd district, Landstraße <903> ",2011,"Austria.","18.years.old.","654"
"Vienna 3rd district, Landstraße <903> ",2012,"Austria.","18.years.old.","578"
"Vienna 3rd district, Landstraße <903> ",2013,"Austria.","18.years.old.","588"
"Vienna 3rd district, Landstraße <903> ",2014,"Austria.","18.years.old.","573"
"Vienna 3rd district, Landstraße <903> ",2015,"Austria.","18.years.old.","547"
"Vienna 4th district, Wieden <904> ",1971,"Austria.","18.years.old.","329"
"Vienna 4th district, Wieden <904> ",1981,"Austria.","18.years.old.","314"
"Vienna 4th district, Wieden <904> ",1991,"Austria.","18.years.old.","250"
"Vienna 4th district, Wieden <904> ",2001,"Austria.","18.years.old.","216"
"Vienna 4th district, Wieden <904> ",2002,"Austria.","18.years.old.","223"
"Vienna 4th district, Wieden <904> ",2003,"Austria.","18.years.old.","214"
"Vienna 4th district, Wieden <904> ",2004,"Austria.","18.years.old.","226"
"Vienna 4th district, Wieden <904> ",2005,"Austria.","18.years.old.","201"
"Vienna 4th district, Wieden <904> ",2006,"Austria.","18.years.old.","220"
"Vienna 4th district, Wieden <904> ",2007,"Austria.","18.years.old.","220"
"Vienna 4th district, Wieden <904> ",2008,"Austria.","18.years.old.","196"
"Vienna 4th district, Wieden <904> ",2009,"Austria.","18.years.old.","245"
"Vienna 4th district, Wieden <904> ",2010,"Austria.","18.years.old.","200"
"Vienna 4th district, Wieden <904> ",2011,"Austria.","18.years.old.","220"
"Vienna 4th district, Wieden <904> ",2012,"Austria.","18.years.old.","219"
"Vienna 4th district, Wieden <904> ",2013,"Austria.","18.years.old.","212"
"Vienna 4th district, Wieden <904> ",2014,"Austria.","18.years.old.","198"
"Vienna 4th district, Wieden <904> ",2015,"Austria.","18.years.old.","179"
"Vienna 5th district, Margareten <905> ",1971,"Austria.","18.years.old.","406"
"Vienna 5th district, Margareten <905> ",1981,"Austria.","18.years.old.","512"
"Vienna 5th district, Margareten <905> ",1991,"Austria.","18.years.old.","366"
"Vienna 5th district, Margareten <905> ",2001,"Austria.","18.years.old.","329"
"Vienna 5th district, Margareten <905> ",2002,"Austria.","18.years.old.","330"
"Vienna 5th district, Margareten <905> ",2003,"Austria.","18.years.old.","329"
"Vienna 5th district, Margareten <905> ",2004,"Austria.","18.years.old.","372"
"Vienna 5th district, Margareten <905> ",2005,"Austria.","18.years.old.","385"
"Vienna 5th district, Margareten <905> ",2006,"Austria.","18.years.old.","392"
"Vienna 5th district, Margareten <905> ",2007,"Austria.","18.years.old.","349"
"Vienna 5th district, Margareten <905> ",2008,"Austria.","18.years.old.","381"
"Vienna 5th district, Margareten <905> ",2009,"Austria.","18.years.old.","358"
"Vienna 5th district, Margareten <905> ",2010,"Austria.","18.years.old.","362"
"Vienna 5th district, Margareten <905> ",2011,"Austria.","18.years.old.","395"
"Vienna 5th district, Margareten <905> ",2012,"Austria.","18.years.old.","338"
"Vienna 5th district, Margareten <905> ",2013,"Austria.","18.years.old.","365"
"Vienna 5th district, Margareten <905> ",2014,"Austria.","18.years.old.","341"
"Vienna 5th district, Margareten <905> ",2015,"Austria.","18.years.old.","318"
"Vienna 6th district, Mariahilf <906> ",1971,"Austria.","18.years.old.","224"
"Vienna 6th district, Mariahilf <906> ",1981,"Austria.","18.years.old.","217"
"Vienna 6th district, Mariahilf <906> ",1991,"Austria.","18.years.old.","250"
"Vienna 6th district, Mariahilf <906> ",2001,"Austria.","18.years.old.","200"
"Vienna 6th district, Mariahilf <906> ",2002,"Austria.","18.years.old.","231"
"Vienna 6th district, Mariahilf <906> ",2003,"Austria.","18.years.old.","211"
"Vienna 6th district, Mariahilf <906> ",2004,"Austria.","18.years.old.","212"
"Vienna 6th district, Mariahilf <906> ",2005,"Austria.","18.years.old.","229"
"Vienna 6th district, Mariahilf <906> ",2006,"Austria.","18.years.old.","218"
"Vienna 6th district, Mariahilf <906> ",2007,"Austria.","18.years.old.","203"
"Vienna 6th district, Mariahilf <906> ",2008,"Austria.","18.years.old.","207"
"Vienna 6th district, Mariahilf <906> ",2009,"Austria.","18.years.old.","228"
"Vienna 6th district, Mariahilf <906> ",2010,"Austria.","18.years.old.","211"
"Vienna 6th district, Mariahilf <906> ",2011,"Austria.","18.years.old.","184"
"Vienna 6th district, Mariahilf <906> ",2012,"Austria.","18.years.old.","197"
"Vienna 6th district, Mariahilf <906> ",2013,"Austria.","18.years.old.","171"
"Vienna 6th district, Mariahilf <906> ",2014,"Austria.","18.years.old.","195"
"Vienna 6th district, Mariahilf <906> ",2015,"Austria.","18.years.old.","174"
"Vienna 7th district, Neubau <907> ",1971,"Austria.","18.years.old.","259"
"Vienna 7th district, Neubau <907> ",1981,"Austria.","18.years.old.","264"
"Vienna 7th district, Neubau <907> ",1991,"Austria.","18.years.old.","202"
"Vienna 7th district, Neubau <907> ",2001,"Austria.","18.years.old.","175"
"Vienna 7th district, Neubau <907> ",2002,"Austria.","18.years.old.","188"
"Vienna 7th district, Neubau <907> ",2003,"Austria.","18.years.old.","194"
"Vienna 7th district, Neubau <907> ",2004,"Austria.","18.years.old.","166"
"Vienna 7th district, Neubau <907> ",2005,"Austria.","18.years.old.","204"
"Vienna 7th district, Neubau <907> ",2006,"Austria.","18.years.old.","202"
"Vienna 7th district, Neubau <907> ",2007,"Austria.","18.years.old.","196"
"Vienna 7th district, Neubau <907> ",2008,"Austria.","18.years.old.","206"
"Vienna 7th district, Neubau <907> ",2009,"Austria.","18.years.old.","174"
"Vienna 7th district, Neubau <907> ",2010,"Austria.","18.years.old.","195"
"Vienna 7th district, Neubau <907> ",2011,"Austria.","18.years.old.","178"
"Vienna 7th district, Neubau <907> ",2012,"Austria.","18.years.old.","173"
"Vienna 7th district, Neubau <907> ",2013,"Austria.","18.years.old.","172"
"Vienna 7th district, Neubau <907> ",2014,"Austria.","18.years.old.","170"
"Vienna 7th district, Neubau <907> ",2015,"Austria.","18.years.old.","170"
"Vienna 8th district, Josefstadt <908> ",1971,"Austria.","18.years.old.","200"
"Vienna 8th district, Josefstadt <908> ",1981,"Austria.","18.years.old.","222"
"Vienna 8th district, Josefstadt <908> ",1991,"Austria.","18.years.old.","190"
"Vienna 8th district, Josefstadt <908> ",2001,"Austria.","18.years.old.","177"
"Vienna 8th district, Josefstadt <908> ",2002,"Austria.","18.years.old.","152"
"Vienna 8th district, Josefstadt <908> ",2003,"Austria.","18.years.old.","165"
"Vienna 8th district, Josefstadt <908> ",2004,"Austria.","18.years.old.","182"
"Vienna 8th district, Josefstadt <908> ",2005,"Austria.","18.years.old.","177"
"Vienna 8th district, Josefstadt <908> ",2006,"Austria.","18.years.old.","158"
"Vienna 8th district, Josefstadt <908> ",2007,"Austria.","18.years.old.","189"
"Vienna 8th district, Josefstadt <908> ",2008,"Austria.","18.years.old.","163"
"Vienna 8th district, Josefstadt <908> ",2009,"Austria.","18.years.old.","159"
"Vienna 8th district, Josefstadt <908> ",2010,"Austria.","18.years.old.","148"
"Vienna 8th district, Josefstadt <908> ",2011,"Austria.","18.years.old.","169"
"Vienna 8th district, Josefstadt <908> ",2012,"Austria.","18.years.old.","197"
"Vienna 8th district, Josefstadt <908> ",2013,"Austria.","18.years.old.","176"
"Vienna 8th district, Josefstadt <908> ",2014,"Austria.","18.years.old.","162"
"Vienna 8th district, Josefstadt <908> ",2015,"Austria.","18.years.old.","168"
"Vienna 9th district, Alsergrund <909> ",1971,"Austria.","18.years.old.","361"
"Vienna 9th district, Alsergrund <909> ",1981,"Austria.","18.years.old.","461"
"Vienna 9th district, Alsergrund <909> ",1991,"Austria.","18.years.old.","266"
"Vienna 9th district, Alsergrund <909> ",2001,"Austria.","18.years.old.","245"
"Vienna 9th district, Alsergrund <909> ",2002,"Austria.","18.years.old.","273"
"Vienna 9th district, Alsergrund <909> ",2003,"Austria.","18.years.old.","272"
"Vienna 9th district, Alsergrund <909> ",2004,"Austria.","18.years.old.","267"
"Vienna 9th district, Alsergrund <909> ",2005,"Austria.","18.years.old.","285"
"Vienna 9th district, Alsergrund <909> ",2006,"Austria.","18.years.old.","293"
"Vienna 9th district, Alsergrund <909> ",2007,"Austria.","18.years.old.","252"
"Vienna 9th district, Alsergrund <909> ",2008,"Austria.","18.years.old.","307"
"Vienna 9th district, Alsergrund <909> ",2009,"Austria.","18.years.old.","263"
"Vienna 9th district, Alsergrund <909> ",2010,"Austria.","18.years.old.","276"
"Vienna 9th district, Alsergrund <909> ",2011,"Austria.","18.years.old.","286"
"Vienna 9th district, Alsergrund <909> ",2012,"Austria.","18.years.old.","282"
"Vienna 9th district, Alsergrund <909> ",2013,"Austria.","18.years.old.","263"
"Vienna 9th district, Alsergrund <909> ",2014,"Austria.","18.years.old.","230"
"Vienna 9th district, Alsergrund <909> ",2015,"Austria.","18.years.old.","236"
"Vienna 10th district, Favoriten <910> ",1971,"Austria.","18.years.old.","1,258"
"Vienna 10th district, Favoriten <910> ",1981,"Austria.","18.years.old.","2,064"
"Vienna 10th district, Favoriten <910> ",1991,"Austria.","18.years.old.","1,245"
"Vienna 10th district, Favoriten <910> ",2001,"Austria.","18.years.old.","1,256"
"Vienna 10th district, Favoriten <910> ",2002,"Austria.","18.years.old.","1,196"
"Vienna 10th district, Favoriten <910> ",2003,"Austria.","18.years.old.","1,314"
"Vienna 10th district, Favoriten <910> ",2004,"Austria.","18.years.old.","1,327"
"Vienna 10th district, Favoriten <910> ",2005,"Austria.","18.years.old.","1,429"
"Vienna 10th district, Favoriten <910> ",2006,"Austria.","18.years.old.","1,536"
"Vienna 10th district, Favoriten <910> ",2007,"Austria.","18.years.old.","1,509"
"Vienna 10th district, Favoriten <910> ",2008,"Austria.","18.years.old.","1,572"
"Vienna 10th district, Favoriten <910> ",2009,"Austria.","18.years.old.","1,585"
"Vienna 10th district, Favoriten <910> ",2010,"Austria.","18.years.old.","1,490"
"Vienna 10th district, Favoriten <910> ",2011,"Austria.","18.years.old.","1,514"
